tags_collected, collisions_in_seconds, time_in_minutes, random_seed
716, 168766, 30, 630442
728, 167834, 30, 995803
736, 168511, 30, 67729
756, 169685, 30, 556494
732, 167089, 30, 847353
712, 169927, 30, 291743
740, 169642, 30, 450495
784, 167911, 30, 930939
704, 168644, 30, 710174
680, 169310, 30, 429453
728, 170337, 30, 43088
844, 165393, 30, 762337
748, 167833, 30, 768289
700, 169652, 30, 518788
812, 166541, 30, 295403
720, 169011, 30, 718561
668, 171024, 30, 411612
700, 168474, 30, 197202
712, 169210, 30, 563091
748, 168172, 30, 395897
