tags_collected, collisions_in_seconds, time_in_minutes, random_seed
240, 51838.9, 30, 769303
280, 47623.7, 30, 1697
308, 49844.1, 30, 912136
276, 46534.3, 30, 231623
272, 54401.8, 30, 327581
292, 50227.7, 30, 40722
252, 50951, 30, 853173
296, 47782.9, 30, 248925
292, 52310.1, 30, 606231
272, 51810.7, 30, 699405
288, 46169, 30, 201945
264, 49113.2, 30, 910511
272, 49555.9, 30, 754585
320, 50435.5, 30, 774261
320, 46339.6, 30, 999435
260, 54844.2, 30, 817694
272, 49178.5, 30, 571386
308, 47572.2, 30, 720681
260, 49683.4, 30, 286957
192, 54425.6, 30, 314532
