11373.7, 22354.6
13409.1, 30675.9
12834.7, 27388.5
12518.2, 25019.2
11849.3, 23419.4
12463.3, 23323.7
11457.9, 23455.3
13158.3, 26301.5
12792.2, 23417
12649.7, 26723.8
13310.8, 27849.2
11850.4, 24591.3
14619, 29642.3
12812.1, 23799.1
12357.2, 24468.5
12328.4, 26319.8
12439.3, 28457.4
12083.2, 23801.3
12601.9, 27043.1
13199.7, 26556.3
11970, 23726.2
12967.6, 26333.1
12394.8, 24500.7
12856.3, 27168.2
13867.4, 27275.3
12704.3, 22226.2
13200.3, 22845.4
13298.1, 25738.6
12208.8, 28281.4
11433.6, 26203.7
12562.8, 23930
12139, 22829
12502.4, 22915.6
12536.3, 25568.2
12427.9, 26122.9
12389.8, 26346.2
12528.4, 24139.8
12995.6, 26829.4
13898.4, 29820.6
13585, 25229
12628.2, 25409.6
13156.1, 27307.9
11999.4, 21914.1
14155.3, 25627.7
13668.8, 26127.7
11240, 23379.2
11997.2, 23957.8
11598.4, 23087.6
11174.3, 23681.2
12977.5, 24755
12054.1, 20730.7
12079, 26579.8
13699, 24203.7
13490.3, 26472.7
12295.5, 22868.2
12117.4, 24017.6
12943, 25136.7
12648.3, 28384.9
11342.7, 22888.8
13979.2, 28782.8
13403.8, 28355.4
10808.7, 22597.8
14601.3, 25276.2
11957.6, 23631.4
13361.3, 26251.5
11781.7, 23649.1
13308.7, 24035.3
12623.6, 22584.4
12555, 25515
12146.5, 23213
12257.8, 26558.5
12404.9, 25857.1
12358.3, 27267.2
12537.6, 25734.2
12942, 29201.3
12208.7, 25929.5
13309.8, 26356.2
12292.1, 24262.1
12090.8, 25236
14067.4, 27955.9
13032.8, 26506.5
12725.2, 24269.2
12576.2, 25982.8
12485.1, 25718.4
11599.2, 24267.3
12859.1, 26936.7
12310.8, 23079.5
12478.7, 24659.8
12589.5, 23265.8
13028.9, 26135.3
11923.4, 22952.3
14789.2, 29366.2
11564.5, 22302.5
14687.7, 30943.1
12193.6, 26634.6
13033.8, 24999.5
12023.9, 26202.9
11365.6, 27185.2
12683.5, 26404.2
12019.4, 24605.3
