9152.31, 16196.2
10336.4, 17146.6
11476.5, 18106.5
9382.62, 17696.1
10811.6, 20380.9
10368.4, 17069.6
9582.66, 15976.6
10672.2, 18028.1
10483.8, 16688
10699.6, 17201.9
10739.8, 16158.2
10700.6, 16855.2
9723.44, 16532.6
10188.8, 18414.7
10240.7, 17507.1
9940.84, 16142.7
11004.3, 17604.4
10295.7, 16030.1
11161, 17086.3
10562.7, 15609.3
11240.6, 17374.9
10808.1, 18324.1
10163.4, 17281.3
10595.5, 16874.8
10141.1, 16241.7
9998.78, 15184.7
10215.8, 17546.2
10874, 19429
10930.7, 17762
11368.1, 18503.7
10034.3, 17140.4
11148, 16974.7
9920.53, 18926.7
10032.4, 17189.6
9921.03, 17202.7
10655.8, 18252.2
9791.97, 15767.3
11487.7, 17937
9845.88, 15196.6
10448.9, 16411.6
10368, 17230.5
9889.09, 15263.7
10030.2, 18021.3
10072.3, 16723.7
9802.91, 17566.8
11050.6, 17320.4
9273.66, 16204.6
10322, 16042
10416.3, 17150.7
10691.2, 17058.8
