5196.59, 11812.7
5090.78, 10850.5
4983.47, 10764.3
5013.94, 11009.1
4848.19, 12700.3
4877.59, 11971.9
4655.97, 11492.3
5133.66, 13156.6
4824.69, 11737.6
5120.69, 11247.3
5264.72, 10639.8
5120.28, 12837
4912.56, 11363.2
4857, 11382
4979.22, 12372.8
5056.09, 11456.7
5275.34, 12519.9
5158.81, 12721.2
5096.5, 11322.5
4821.59, 11392.7
5123.56, 12877.9
5182, 11597.8
4970.22, 11839.5
5043.47, 10254.3
4732.09, 10678.2
4933.66, 13043.1
4889.91, 12626.3
4873.69, 12229.3
5221.72, 11525
4868.34, 11012.9
5011.34, 11235.2
5196.91, 10469.1
5592.53, 11901.2
4772.91, 11462.3
5256.69, 11437.6
4834.69, 12064.3
4951.91, 12028.8
5288.53, 11057.7
5226.78, 10768.5
5303.16, 11776.6
5501.66, 12100.1
5091.12, 11597.9
5112.22, 11663.8
4939.25, 11599.8
4952.03, 11467
5186.5, 11258
5185.09, 12656.7
4989, 11382
5026.78, 11819.7
5108.28, 13034.2
5148.78, 11639.2
4844.72, 11073.3
4916.88, 11501.4
4992.22, 10895
5261.78, 11507.5
4807.94, 12235.8
5157.31, 10333.2
4978.06, 12492.4
4905.28, 11572.2
5111.47, 11852
4911.38, 12461.6
5025.03, 11166
4692.06, 11197.4
5035.84, 11009.7
5171.94, 12840.8
4850.34, 11510.2
4768.78, 10826.7
5035.41, 12609.1
5141, 11966.5
5025.97, 10759.3
4672.12, 13416.4
5019.41, 11747.6
4756.75, 11274.5
5244.47, 13553.5
4995.62, 12000.9
5007.22, 12741.5
5369.41, 13510.3
4931.19, 11547.1
5106.41, 11152.1
5104.97, 11648.5
4991.06, 11603.4
5267.16, 11739.8
5201.31, 11471.2
5310.09, 12974.2
4899.41, 13405.8
5128.66, 11769.6
5302.09, 11813.7
4825.5, 10993.5
4783.59, 13475.2
5010.31, 11519.7
4891.75, 11822
5027.78, 12565
5198.66, 11517.3
5210.5, 12433.2
5273.38, 11750.9
5133.22, 12525.5
4956.44, 11485.1
5132.56, 13406.7
5255, 11089
4947.34, 12089.7
