8395.5, 14473.5
8656.31, 15291.2
8098.97, 14115.3
8818.78, 16044.5
8282.81, 14463.2
7862.78, 15988
9168.28, 14989.2
7690.19, 15134.6
8740.91, 16954.1
8188.75, 14748.5
8749.88, 15250.1
7963.44, 15411.1
8709.78, 16688.2
8748.25, 14516
8561.69, 19810.1
8778.22, 18050.8
8677.44, 13646.3
8325.22, 15848
8953.72, 15614
8913.06, 15644.2
8431.31, 13959.2
8879.09, 16454.4
8369.16, 15926.3
9261.44, 16475.6
9112.88, 16155.4
8548.66, 13854.6
8754.06, 15684.7
8201.91, 15352.6
9100.09, 13732.2
8350.03, 16115
7915.34, 17022.9
8375.81, 13540.7
8436.84, 16445.2
8343.81, 13977.7
9254.19, 17592.8
8270.66, 17755.1
8552.31, 15939.7
8314.56, 13861.4
8631.44, 15153.3
9735.59, 17132.4
8490.88, 13497.6
8405.22, 15420
8444.59, 14573.7
9331.41, 15201.8
8404.34, 14661.2
9466.88, 14588.6
9193.53, 16515
8323.78, 14155.2
8496.09, 13901.2
8736.75, 14455.5
8807.88, 15077.4
8788.38, 15698.4
8574.38, 15370.9
9184.09, 16108.2
8782.88, 14982.4
9060.22, 16624.3
9171.91, 17672.1
8842.81, 13405.9
8312.59, 13154.7
9222.28, 14242.2
