6776.09, 15051.2
5844.81, 13157.9
7648.44, 17013.1
8439.72, 18933.8
6554.72, 14332.8
5938.31, 15486.2
6934.56, 15362.9
8922.78, 14888.2
6088.66, 11536.3
7303.91, 14845.1
5556.75, 14854.5
5519, 13324.8
5782.09, 13459.2
6483.38, 12716.6
5778.84, 14008.4
6891.06, 17354.9
6619.69, 14726.8
8672.38, 13944.6
7873.78, 15061.2
7473.75, 16152.8
6421.56, 13887.7
6868.97, 17440.8
7811.84, 13757.4
7131.53, 15904
9057.03, 15456.7
7612.12, 16360.1
7524, 18453
6028.72, 16078.3
6608.03, 15856.7
7206.91, 15728.8
6608.38, 13106.1
5912.28, 16983
6153.78, 15027
6726.25, 14224.2
6840.72, 14237.3
6410.5, 15011.8
8444.06, 18534.2
6856.09, 16169.7
6675.31, 13740.4
6404.91, 12829.6
6815.38, 11322.6
7885.69, 13604.1
5387.78, 11842
6860.84, 14481.9
7768.72, 17060.8
7003.75, 12933.5
6484.72, 15428
7303.41, 13568.3
7670.47, 14285.8
8217.88, 14108.1
6178.69, 11323.3
6385, 15740
8091.19, 15184.3
7136.31, 10957.4
6024.19, 13940.8
6027.84, 13029.7
6956.81, 13821.9
6938.69, 14710.1
6958.69, 17567.8
6710.25, 16862.2
6227.19, 13355.3
7210.88, 17542.9
7869.62, 14037.9
7002.41, 14160.3
7377.81, 14822.9
6302.59, 11559.4
7425.97, 16193
7885.53, 11999.2
8369.47, 12569.8
7820.22, 16078.5
5842.44, 16941.8
6446.47, 16610.8
5765.09, 14406.2
6960.38, 16288.9
6851, 13703.5
6742.38, 13176.9
6510.69, 15471.1
6697.56, 12935.9
6673.94, 13807.1
6652.97, 14878.8
6436, 14059.2
7723.19, 15115.8
6546.34, 16586.7
6535.22, 12793.8
9136, 15004.2
7199.06, 14929.7
6927.34, 14254.2
7082.19, 14929.6
6472.81, 14172.4
8411.94, 13509.8
5747.19, 14253.1
6160.16, 13780.1
7081.69, 14699.8
6917.22, 16542
6670, 13463
6414.19, 15302.8
6473.03, 16121.5
7721.97, 15573.8
6381.25, 15952.2
8567.75, 16477
