Forage: 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 8, 2, 0, 2, 2, 0, 0, 2, 0
Forage: 0, 0, 0, 0, 0, 0, 2, 2, 0, 2, 8, 0, 2, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 4, 0, 0, 0, 0, 0, 0
Forage: 0, 0, 0, 2, 2, 2, 0, 1, 0, 0, 0, 4, 0, 0, 0, 0, 2, 0, 0, 8, 0, 0, 2, 2, 4, 0, 0, 0, 9, 0
Forage: 0, 0, 0, 0, 4, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 2, 0, 10, 0, 0, 0, 1, 2, 1, 0, 2, 0, 0, 0
Forage: 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 2, 0
Forage: 0, 0, 0, 0, 0, 0, 1, 0, 4, 0, 1, 2, 0, 0, 1, 2, 2, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0
Forage: 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 2, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 11, 0, 0
Forage: 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 4, 0, 0, 0, 2, 10, 0, 2, 0
Forage: 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 8, 0, 3, 0, 0, 2, 0, 2, 0, 0, 0, 0
Forage: 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 9, 0, 0, 2, 1
Forage: 0, 0, 1, 2, 0, 2, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 11, 0
Forage: 0, 0, 0, 2, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 1, 2
Forage: 0, 0, 0, 0, 2, 0, 4, 2, 2, 0, 0, 2, 0, 0, 0, 2, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0
Forage: 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 6, 2, 4, 0, 2, 0, 0
Forage: 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 2, 0, 0, 3, 0, 0, 0, 9, 0, 0, 0, 0, 2
