Forage: 6, 10, 49, 43, 97, 105, 217, 201, 112, 164, 194, 254, 132, 252, 363, 163, 357, 388, 209, 296, 280, 30, 199, 425, 274, 294, 153, 188, 102, 174
Forage: 4, 14, 46, 47, 103, 135, 129, 260, 83, 143, 119, 227, 205, 476, 284, 284, 111, 336, 376, 339, 103, 126, 183, 144, 356, 264, 283, 385, 418, 105
Forage: 8, 10, 32, 85, 74, 134, 182, 160, 201, 130, 194, 310, 162, 250, 355, 213, 176, 341, 316, 324, 167, 247, 233, 231, 166, 363, 222, 324, 211, 127
Forage: 6, 21, 35, 60, 79, 201, 210, 145, 128, 184, 182, 198, 184, 340, 444, 206, 175, 293, 328, 193, 97, 338, 164, 151, 337, 286, 444, 466, 173, 188
Forage: 6, 10, 31, 46, 98, 114, 280, 68, 221, 155, 180, 315, 155, 311, 318, 209, 211, 280, 285, 346, 189, 97, 211, 326, 315, 222, 423, 241, 157, 194
Forage: 8, 20, 30, 72, 97, 104, 136, 256, 161, 118, 97, 276, 319, 314, 306, 261, 288, 213, 338, 193, 115, 191, 393, 187, 194, 352, 321, 214, 119, 267
Forage: 8, 12, 40, 67, 78, 48, 189, 254, 189, 145, 152, 180, 305, 302, 333, 241, 267, 240, 186, 298, 63, 213, 338, 302, 277, 300, 210, 145, 386, 197
Forage: 4, 14, 56, 49, 95, 39, 275, 204, 121, 106, 182, 330, 277, 150, 206, 209, 242, 309, 290, 427, 177, 380, 265, 76, 185, 259, 258, 89, 242, 254
Forage: 6, 8, 49, 72, 84, 91, 237, 198, 106, 127, 240, 126, 389, 288, 210, 205, 299, 349, 333, 252, 159, 199, 282, 243, 198, 152, 300, 197, 104, 338
Forage: 6, 22, 47, 64, 88, 72, 197, 285, 55, 209, 176, 115, 218, 336, 254, 291, 190, 529, 180, 306, 199, 254, 164, 116, 186, 193, 226, 253, 231, 379
Forage: 2, 12, 49, 47, 101, 84, 282, 184, 124, 68, 150, 187, 338, 584, 190, 194, 94, 310, 96, 371, 294, 156, 259, 127, 189, 410, 486, 340, 62, 227
Forage: 4, 12, 42, 51, 103, 93, 214, 218, 130, 155, 131, 196, 297, 394, 270, 346, 188, 234, 281, 128, 203, 112, 437, 218, 321, 321, 149, 243, 233, 203
Forage: 2, 14, 36, 65, 93, 62, 262, 214, 138, 162, 94, 239, 255, 270, 428, 298, 241, 273, 305, 198, 144, 276, 250, 246, 169, 276, 155, 174, 445, 248
Forage: 4, 20, 32, 84, 60, 55, 239, 205, 167, 143, 145, 297, 230, 458, 337, 189, 155, 338, 62, 268, 148, 360, 240, 344, 190, 224, 174, 211, 324, 208
Forage: 8, 18, 10, 60, 96, 131, 229, 244, 52, 127, 62, 342, 387, 309, 209, 291, 234, 98, 373, 170, 179, 356, 162, 354, 242, 343, 213, 227, 196, 132
