tags_collected, collisions_in_seconds, time_in_minutes, random_seed
116, 1140.91, 30, 777419
127, 1124.33, 30, 916654
117, 1162.14, 30, 170606
117, 1126.45, 30, 311229
131, 1121.58, 30, 690336
109, 1167.62, 30, 15766
118, 1138.86, 30, 201822
125, 1138.08, 30, 137260
121, 1136.8, 30, 306820
125, 1114.03, 30, 447225
110, 1154.55, 30, 671073
119, 1132.02, 30, 631209
105, 1161.88, 30, 827893
117, 1131.03, 30, 843118
119, 1142.67, 30, 889334
126, 1119.42, 30, 57170
101, 1175.89, 30, 174251
126, 1137.03, 30, 329914
129, 1129.67, 30, 485107
124, 1108.8, 30, 829848
