tags_collected, collisions_in_seconds, time_in_minutes, random_seed
60, 79704.4, 30, 938842
55, 79254.9, 30, 705073
60, 79146.2, 30, 832233
62, 79800.6, 30, 562010
56, 78981.3, 30, 66497
67, 78726.8, 30, 281633
61, 78863.8, 30, 312593
73, 78394.5, 30, 409078
53, 80357.5, 30, 748985
60, 79268.6, 30, 50980
65, 79859.2, 30, 80986
67, 79059, 30, 249216
49, 79098.6, 30, 970695
62, 79628.1, 30, 792701
64, 79220.5, 30, 822116
58, 79607.4, 30, 807128
68, 79074.5, 30, 800098
57, 80727.8, 30, 775532
63, 78683.3, 30, 273504
58, 80456.6, 30, 46011
55, 79570.6, 30, 783119
61, 79067.6, 30, 513153
66, 79447.6, 30, 997257
62, 78500.6, 30, 454089
58, 79324.8, 30, 283120
66, 79946.5, 30, 998623
57, 79591.2, 30, 491845
65, 80285.6, 30, 984739
67, 79902.1, 30, 82422
58, 79496.1, 30, 449818
53, 78855.1, 30, 749549
61, 78517.5, 30, 885756
60, 79062, 30, 339830
62, 78500.8, 30, 766778
50, 80548.3, 30, 249854
68, 78415.9, 30, 783170
67, 79628.1, 30, 168020
61, 79142.6, 30, 972282
47, 79178.4, 30, 728776
67, 79682.2, 30, 380952
72, 79098.3, 30, 268405
76, 78477.7, 30, 147315
62, 78798, 30, 398433
48, 79440.8, 30, 717667
55, 79754.9, 30, 484163
62, 79359, 30, 675237
65, 79169.6, 30, 849282
60, 80130.5, 30, 573114
65, 79099.1, 30, 892541
48, 80021, 30, 720314
59, 79255.3, 30, 974446
70, 78433.4, 30, 272110
64, 78930.6, 30, 459489
64, 79111.7, 30, 501618
56, 79772.1, 30, 870813
71, 79058.7, 30, 540769
71, 79575.7, 30, 949133
55, 79811.6, 30, 293218
60, 79156.3, 30, 253571
63, 79623.8, 30, 859131
