Forage: 8, 5, 0, 4, 0, 2, 1, 1, 1, 2, 1, 1, 0, 1, 1, 1, 3, 0, 3, 2, 4, 4, 3, 1, 1, 2, 0, 2, 1, 5
Forage: 6, 7, 1, 3, 2, 1, 2, 1, 0, 0, 4, 1, 1, 1, 1, 2, 0, 2, 0, 2, 1, 2, 2, 3, 4, 2, 2, 1, 0, 1
Forage: 4, 8, 4, 2, 0, 2, 1, 2, 3, 1, 2, 0, 1, 0, 2, 2, 3, 1, 3, 3, 1, 1, 1, 3, 2, 2, 1, 3, 1, 1
Forage: 10, 5, 2, 2, 1, 0, 1, 1, 2, 0, 3, 0, 2, 1, 0, 1, 0, 2, 3, 4, 3, 3, 1, 3, 1, 1, 2, 2, 3, 3
Forage: 5, 3, 4, 2, 4, 3, 2, 0, 0, 0, 3, 1, 1, 2, 1, 0, 3, 3, 2, 2, 3, 1, 0, 0, 1, 1, 1, 4, 1, 3
Forage: 4, 6, 1, 3, 0, 1, 4, 1, 0, 3, 1, 0, 0, 0, 2, 2, 4, 0, 4, 2, 3, 3, 3, 3, 4, 3, 1, 2, 5, 2
Forage: 4, 7, 3, 2, 3, 1, 1, 2, 2, 2, 2, 2, 2, 1, 2, 0, 1, 2, 2, 1, 4, 1, 1, 1, 2, 2, 1, 3, 1, 3
Forage: 4, 8, 3, 3, 6, 1, 3, 0, 2, 1, 2, 1, 2, 2, 2, 4, 4, 3, 1, 1, 2, 2, 3, 1, 1, 2, 2, 4, 2, 1
Forage: 4, 4, 2, 1, 4, 0, 2, 4, 2, 3, 0, 1, 0, 0, 1, 1, 2, 1, 1, 0, 1, 2, 2, 1, 2, 2, 2, 3, 3, 2
Forage: 5, 5, 2, 3, 3, 2, 1, 2, 2, 0, 1, 3, 1, 1, 2, 1, 1, 1, 5, 1, 2, 1, 0, 2, 2, 0, 2, 4, 3, 2
Forage: 6, 8, 2, 3, 3, 1, 3, 1, 1, 2, 1, 2, 0, 1, 4, 3, 2, 1, 2, 2, 2, 2, 3, 0, 2, 1, 2, 2, 2, 1
