tags_collected, collisions_in_seconds, time_in_minutes, random_seed
404, 4852.77, 30, 200000
412, 5125.34, 30, 448205
429, 4822.86, 30, 670106
422, 4720.64, 30, 213557
404, 4884.88, 30, 70115
421, 4961.25, 30, 95060
423, 4784.03, 30, 60545
413, 5010.67, 30, 347269
424, 4522.03, 30, 261279
419, 4923.88, 30, 676207
394, 5252.94, 30, 451495
432, 4361.94, 30, 370300
425, 4816.94, 30, 315252
429, 4649.58, 30, 504905
421, 4655.2, 30, 973997
408, 4890.44, 30, 403893
381, 4897.47, 30, 641561
442, 4388.91, 30, 14276
423, 4700.33, 30, 448518
425, 4748.27, 30, 963409
433, 3921.05, 30, 454347
411, 4567.53, 30, 683111
445, 4320.12, 30, 960214
432, 4559.19, 30, 546280
416, 4633, 30, 112333
422, 4579.62, 30, 795656
435, 4595.33, 30, 144694
430, 4527.34, 30, 644698
422, 4617.33, 30, 682234
411, 4688, 30, 833673
417, 4942.89, 30, 804959
376, 5410.39, 30, 435557
298, 6027.03, 30, 65265
411, 5098.5, 30, 826154
425, 4760.03, 30, 512317
434, 4651.84, 30, 283129
390, 5276.14, 30, 613394
399, 5080.3, 30, 817524
417, 4845.03, 30, 694409
222, 6419.39, 30, 557031
389, 5163.95, 30, 334361
406, 4851.39, 30, 651841
408, 4589.42, 30, 726796
428, 4868.19, 30, 227420
411, 4954.59, 30, 826454
437, 4572.44, 30, 368104
385, 5383.52, 30, 990871
399, 5013.58, 30, 938583
416, 4844.83, 30, 363417
416, 4385.59, 30, 648901
441, 4609.42, 30, 674496
410, 4945.31, 30, 754570
419, 4645.25, 30, 442542
443, 4827.58, 30, 889077
403, 4886.34, 30, 653727
409, 4869.16, 30, 312807
457, 4270.25, 30, 277931
445, 4457.12, 30, 381190
441, 4494.47, 30, 710104
402, 4993.39, 30, 803911
