tags_collected, collisions_in_seconds, time_in_minutes, random_seed
48, 109129, 30, 798487
32, 108167, 30, 727037
60, 109362, 30, 844078
40, 109770, 30, 627891
28, 109199, 30, 127900
36, 108372, 30, 245569
36, 110590, 30, 742685
32, 109448, 30, 266449
40, 109243, 30, 268700
48, 108815, 30, 920604
60, 109541, 30, 449058
24, 110825, 30, 293667
52, 107538, 30, 3932
28, 108587, 30, 263080
36, 108488, 30, 82531
60, 107799, 30, 381308
36, 109761, 30, 701028
36, 109207, 30, 391662
36, 108771, 30, 106934
32, 108506, 30, 196543
