tags_collected, collisions_in_seconds, time_in_minutes, random_seed
0, 1655.58, 30, 221289
0, 1552.75, 30, 108885
0, 1641.64, 30, 164534
0, 1568.75, 30, 809202
0, 1659.67, 30, 384908
0, 1533.42, 30, 503945
0, 1738.2, 30, 841087
0, 1630.81, 30, 113412
0, 1661.66, 30, 584104
0, 1579.77, 30, 991914
0, 1643.78, 30, 60057
0, 1568.5, 30, 396059
0, 1569.86, 30, 30014
0, 1613.33, 30, 440236
0, 1598.36, 30, 980335
0, 1787.92, 30, 752956
0, 1609.94, 30, 861337
0, 1561.55, 30, 615840
0, 1616.92, 30, 748431
0, 1612.53, 30, 987735
0, 1630.36, 30, 473739
0, 1630.7, 30, 450731
0, 1567.44, 30, 261368
0, 1597.31, 30, 644086
0, 1567.25, 30, 178210
0, 1542.7, 30, 422223
0, 1587.31, 30, 519921
0, 1597.17, 30, 325149
0, 1587.16, 30, 880904
0, 1625.84, 30, 801319
0, 1598.56, 30, 260986
0, 1613.58, 30, 173023
0, 1606.44, 30, 518846
0, 1577.38, 30, 25050
0, 1593.62, 30, 824330
0, 1504.33, 30, 667869
0, 1705.86, 30, 772450
0, 1572.47, 30, 723682
0, 1607.47, 30, 381544
0, 1598.84, 30, 343351
