Forage: 2, 14, 12, 47, 49, 68, 33, 48, 179, 135, 152, 112, 47, 36, 66, 267, 243, 190, 29, 108, 134, 195, 239, 309, 56, 76, 247, 192, 164, 184
Forage: 2, 14, 18, 26, 61, 43, 29, 88, 163, 68, 167, 102, 97, 27, 125, 170, 203, 110, 220, 202, 254, 229, 75, 68, 184, 229, 157, 92, 71, 240
Forage: 2, 16, 18, 26, 51, 59, 67, 66, 110, 111, 110, 140, 100, 66, 75, 81, 175, 150, 332, 116, 207, 223, 276, 129, 231, 59, 197, 171, 44, 233
Forage: 0, 12, 29, 28, 58, 63, 35, 69, 54, 116, 252, 122, 41, 147, 112, 141, 186, 91, 185, 198, 286, 204, 140, 183, 120, 130, 192, 154, 146, 74
Forage: 4, 10, 16, 38, 57, 63, 19, 75, 124, 144, 149, 51, 102, 152, 59, 214, 192, 163, 207, 144, 96, 136, 205, 74, 122, 205, 270, 158, 102, 278
Forage: 2, 10, 21, 27, 45, 80, 56, 152, 50, 74, 168, 77, 76, 81, 192, 259, 147, 124, 225, 127, 79, 154, 168, 55, 268, 115, 187, 94, 205, 58
Forage: 4, 16, 18, 24, 53, 64, 34, 21, 201, 118, 157, 28, 96, 86, 31, 259, 214, 95, 103, 47, 329, 139, 130, 215, 91, 238, 220, 113, 216, 116
Forage: 2, 14, 18, 27, 30, 65, 21, 59, 120, 158, 101, 107, 112, 101, 125, 192, 182, 255, 110, 86, 66, 340, 99, 243, 152, 54, 338, 57, 154, 294
Forage: 0, 8, 14, 34, 54, 65, 71, 44, 164, 86, 69, 90, 36, 215, 185, 158, 183, 147, 90, 121, 127, 63, 246, 340, 133, 311, 219, 62, 247, 187
Forage: 2, 14, 12, 45, 39, 55, 28, 84, 148, 177, 66, 131, 77, 129, 77, 193, 160, 149, 160, 154, 240, 179, 170, 209, 241, 152, 132, 137, 85, 77
Forage: 0, 14, 18, 21, 74, 35, 49, 93, 160, 63, 140, 60, 101, 109, 178, 159, 134, 294, 162, 105, 161, 108, 119, 184, 162, 231, 222, 88, 37, 161
Forage: 4, 12, 18, 30, 45, 60, 94, 45, 97, 235, 100, 70, 137, 62, 91, 77, 237, 189, 177, 221, 120, 110, 174, 280, 163, 125, 174, 143, 164, 157
Forage: 2, 14, 25, 8, 52, 81, 19, 100, 85, 162, 202, 45, 77, 134, 136, 152, 183, 118, 174, 241, 107, 68, 132, 182, 121, 102, 203, 160, 260, 111
Forage: 0, 12, 22, 35, 18, 76, 26, 87, 157, 59, 115, 133, 117, 85, 37, 143, 292, 183, 184, 170, 126, 223, 179, 244, 138, 90, 115, 93, 137, 214
Forage: 4, 12, 20, 12, 81, 39, 49, 50, 162, 102, 131, 131, 57, 96, 84, 159, 254, 223, 76, 137, 86, 127, 166, 113, 259, 219, 164, 124, 239, 82
Forage: 0, 12, 8, 16, 12, 27, 76, 36, 60, 90, 77, 62, 76, 137, 49, 68, 146, 66, 115, 248, 179, 100, 42, 178, 119, 115, 207, 84, 112, 35
Forage: 0, 8, 8, 27, 21, 52, 66, 45, 29, 86, 43, 113, 109, 108, 78, 128, 71, 38, 95, 220, 78, 172, 217, 85, 60, 222, 24, 124, 105, 137
Forage: 0, 12, 12, 20, 22, 85, 26, 43, 59, 67, 146, 55, 118, 112, 58, 74, 93, 251, 108, 97, 81, 177, 87, 83, 193, 154, 66, 154, 210, 131
Forage: 0, 8, 12, 27, 6, 45, 66, 33, 16, 91, 128, 135, 50, 47, 106, 45, 73, 114, 160, 109, 285, 103, 115, 230, 28, 62, 190, 102, 103, 66
Forage: 2, 10, 18, 20, 31, 33, 83, 19, 14, 121, 99, 119, 104, 73, 83, 92, 75, 45, 159, 175, 108, 152, 106, 133, 104, 70, 214, 78, 227, 171
Forage: 2, 6, 10, 16, 17, 36, 63, 44, 43, 82, 79, 91, 145, 137, 23, 49, 145, 67, 66, 235, 116, 236, 208, 119, 44, 60, 211, 59, 132, 35
Forage: 2, 6, 16, 8, 40, 35, 41, 66, 53, 47, 153, 127, 50, 91, 94, 28, 70, 242, 101, 62, 117, 149, 104, 236, 109, 96, 81, 60, 66, 117
Forage: 2, 12, 12, 16, 22, 42, 31, 74, 17, 50, 129, 135, 59, 113, 96, 47, 36, 100, 124, 263, 137, 193, 72, 173, 20, 79, 203, 139, 142, 189
