tags_collected, collisions_in_seconds, time_in_minutes, random_seed
951, 13924, 30, 570483
964, 13923.1, 30, 315676
915, 14104.7, 30, 281134
946, 13840.9, 30, 92792
974, 13370.7, 30, 304427
890, 14058.8, 30, 784349
937, 13677.9, 30, 917547
888, 14069, 30, 917560
944, 13821.8, 30, 615489
917, 13751.2, 30, 289805
970, 13523.9, 30, 24702
922, 13809.8, 30, 717768
898, 13966.9, 30, 282091
948, 13890.6, 30, 520570
902, 13897.7, 30, 100037
895, 14061, 30, 111953
988, 13563.3, 30, 33396
938, 13822, 30, 87785
972, 13650.1, 30, 946937
983, 13518.8, 30, 580716
919, 13655.9, 30, 183351
948, 13796.5, 30, 624964
978, 13586.4, 30, 920601
951, 13818.7, 30, 361502
908, 13805.4, 30, 935919
928, 14011.2, 30, 677911
887, 14284.1, 30, 474850
937, 13446.8, 30, 280404
887, 13680.4, 30, 898370
925, 14203.7, 30, 618977
950, 13848.1, 30, 736729
940, 13635.9, 30, 280585
945, 13667.3, 30, 35980
935, 13907, 30, 58700
972, 13480.7, 30, 697168
911, 13703.2, 30, 618303
945, 13440.7, 30, 194006
940, 13965.9, 30, 170986
934, 14025.9, 30, 61691
953, 13477, 30, 302288
915, 14251.6, 30, 101494
918, 13926.1, 30, 781955
955, 13896.9, 30, 374303
938, 13589.2, 30, 873465
949, 13563.9, 30, 655022
951, 14117, 30, 248772
961, 13882.3, 30, 202776
957, 13423.5, 30, 488555
920, 13528.5, 30, 720883
979, 13636.8, 30, 990143
898, 13855.3, 30, 11771
927, 14004.3, 30, 334582
940, 13811.4, 30, 639112
925, 14091, 30, 299660
950, 13393.6, 30, 600408
964, 13339.6, 30, 378044
936, 14190.7, 30, 183592
951, 13933, 30, 111398
950, 13834, 30, 846980
937, 13757.5, 30, 651076
931, 13621.7, 30, 607142
918, 13626.3, 30, 560581
950, 13636.5, 30, 398950
932, 14056.3, 30, 196966
908, 13970.6, 30, 884591
943, 13586.6, 30, 600842
950, 13353.6, 30, 254288
940, 13777.9, 30, 654049
965, 14075.4, 30, 222879
971, 13351.5, 30, 749666
899, 13495, 30, 696932
925, 13521, 30, 971247
918, 14038.4, 30, 168638
964, 13575.8, 30, 144103
914, 13848.7, 30, 25814
941, 13829.9, 30, 546937
927, 13433.5, 30, 146111
937, 13414.8, 30, 29706
904, 13941, 30, 208952
904, 13958.4, 30, 722068
