tags_collected, collisions_in_seconds, time_in_minutes, random_seed
120, 1091.02, 30, 625261
124, 1107.22, 30, 926008
121, 1132.12, 30, 184964
120, 1122.56, 30, 459925
127, 1154.36, 30, 743561
126, 1143.36, 30, 133969
114, 1185.22, 30, 417963
122, 1154.72, 30, 688488
118, 1183.62, 30, 998099
127, 1102.02, 30, 305647
123, 1154.86, 30, 641449
124, 1142.06, 30, 878564
122, 1132.72, 30, 202812
119, 1135.11, 30, 492988
115, 1161.8, 30, 891677
121, 1121.44, 30, 129974
117, 1128.95, 30, 455777
112, 1148.23, 30, 755891
120, 1140.62, 30, 999588
125, 1114.17, 30, 275970
121, 1133.92, 30, 950030
121, 1119.11, 30, 362280
123, 1136.8, 30, 605959
115, 1156.97, 30, 263093
120, 1176.14, 30, 607525
119, 1135.98, 30, 940406
124, 1119.05, 30, 364741
117, 1143.11, 30, 12186
125, 1093.56, 30, 306843
118, 1153.92, 30, 553625
114, 1147.3, 30, 910352
120, 1151.55, 30, 209542
118, 1133.83, 30, 812669
127, 1105.53, 30, 295369
124, 1135.09, 30, 561501
136, 1109.44, 30, 925625
114, 1128.12, 30, 450467
120, 1154.81, 30, 941405
126, 1107.66, 30, 339422
128, 1105.5, 30, 835313
114, 1141.69, 30, 62293
124, 1139.56, 30, 584909
124, 1110.59, 30, 196382
131, 1092.55, 30, 677432
122, 1153.89, 30, 233152
119, 1140.72, 30, 753749
115, 1170.19, 30, 128544
120, 1140.19, 30, 645687
123, 1135.69, 30, 107903
116, 1133.31, 30, 486912
126, 1121.61, 30, 27721
127, 1154.23, 30, 580240
127, 1138.88, 30, 111728
119, 1165.58, 30, 843175
121, 1143.66, 30, 285513
116, 1156.38, 30, 768031
120, 1144.02, 30, 247289
131, 1147.97, 30, 603416
109, 1166.27, 30, 969785
129, 1118.12, 30, 283210
117, 1148.61, 30, 999154
126, 1130.31, 30, 506819
123, 1143.88, 30, 146242
122, 1127.78, 30, 686703
130, 1129.02, 30, 425769
121, 1088.8, 30, 7710
123, 1165.28, 30, 659324
117, 1119.23, 30, 265712
122, 1113.86, 30, 859349
128, 1126.94, 30, 451772
122, 1111.33, 30, 112054
124, 1127.34, 30, 638404
119, 1144.77, 30, 304522
124, 1150.66, 30, 846683
114, 1153.23, 30, 509094
114, 1157.39, 30, 127025
116, 1155.14, 30, 540045
129, 1092.09, 30, 236146
117, 1144.08, 30, 860647
119, 1130.12, 30, 608169
