tags_collected, collisions_in_seconds, time_in_minutes, random_seed
2560, 66684.2, 30, 890771
2560, 64215.9, 30, 110700
3072, 65004.3, 30, 925542
3072, 65671.8, 30, 414767
2560, 65205.7, 30, 143052
2560, 65396, 30, 78655
2560, 66328.4, 30, 630589
2560, 66070.5, 30, 247800
3072, 65425.4, 30, 346842
3072, 63920.5, 30, 830691
3072, 63621.3, 30, 355423
3072, 65266.8, 30, 264119
2560, 66092, 30, 140726
3072, 65223.2, 30, 784443
3072, 65139.3, 30, 225110
2560, 65175, 30, 687280
3072, 63937.5, 30, 792230
2560, 64791.3, 30, 401935
3072, 64840.6, 30, 235114
2560, 65411.9, 30, 887608
2560, 66176.6, 30, 900731
2560, 66780.5, 30, 234807
3072, 65374.8, 30, 176086
3072, 64182.8, 30, 605089
3072, 63357.7, 30, 32916
3072, 64872.5, 30, 280211
3072, 66015.1, 30, 329225
2560, 66496.5, 30, 268578
3072, 65603.1, 30, 331922
3072, 65463.7, 30, 809936
3072, 64862.6, 30, 430773
2560, 65116.6, 30, 259713
2560, 66224.1, 30, 376855
2560, 66873.4, 30, 773063
2560, 64995.8, 30, 883153
3072, 65241.4, 30, 516480
3072, 64756.4, 30, 537853
2560, 65367.9, 30, 778272
3072, 64285.8, 30, 379627
3072, 65847.2, 30, 469966
2560, 65530.5, 30, 256542
2560, 65829.6, 30, 214005
2560, 65827.6, 30, 737157
2560, 64919.1, 30, 167508
3072, 65374.4, 30, 610381
2560, 66700.8, 30, 165436
3072, 65248.2, 30, 310203
3072, 63823.8, 30, 696288
2560, 65569.3, 30, 807015
2560, 67552.7, 30, 977355
2560, 65907.3, 30, 618195
2560, 66810, 30, 480650
3072, 65775.3, 30, 256354
3072, 65947.8, 30, 985098
2560, 67680.3, 30, 433242
2560, 65608.1, 30, 38782
3072, 63833.9, 30, 70171
3072, 64309, 30, 193990
3072, 64562, 30, 142887
3072, 64620.7, 30, 612181
2560, 64993.4, 30, 195533
2560, 66517.3, 30, 65107
3072, 65477.9, 30, 448897
3072, 67252.8, 30, 601975
2560, 66419, 30, 681804
3072, 65083.2, 30, 442914
3072, 65314.1, 30, 472042
3072, 65535.7, 30, 146623
2560, 66708.1, 30, 996181
3072, 62874.1, 30, 910923
2560, 66285.2, 30, 915978
3072, 65592.6, 30, 776865
2560, 64932.1, 30, 652330
2560, 65773.5, 30, 665459
3072, 65417.9, 30, 105678
2560, 64350, 30, 329515
2560, 64980.2, 30, 445832
2560, 66170.8, 30, 254194
3072, 65571.9, 30, 552880
2560, 66414.8, 30, 377059
